央视,#genre#
陕西卫视,https://live.ottiptv.cc/mcp/shanxiws.m3u8?userid=7597565879&sign=f467b435eb14799f5d207568a765922837cab24b0dd46956b971288d417a5a01989139a2863b9e5ca9f777caff787a882a2d0d1d238b6fbc3d5766997c62793da916185bd0b092b2c36495cfe680b9af&auth_token=7046e69a028696bcb73130b3245ce82e
山西卫视,https://live.ottiptv.cc/mcp/shanxi.m3u8?userid=7597565879&sign=9f632aceedc9151f3e478a0a45a82c6deec4c017bdea80d2283c109c40632512ef9bdaad930d8d3e04f94621a8dc1f8f516d092a3cb7c3e283cc46f11034131b8ec8395633f893bbe0090e272c0c&auth_token=7046e69a028696bcb73130b3245ce82e
内蒙古卫视,https://live.ottiptv.cc/mcp/neimenggu.m3u8?userid=7597565879&sign=6159c95b8a2093eab96a76ba6e7b8a69f087d70fe614a7dc98b8d4412a039e05b0e7bbec439e604cb31a632864ce0f4877031650d8ac1fb52b22a2e6d4938d700f5ab288709bfc9d77ac10071ccfccc691&auth_token=7046e69a028696bcb73130b3245ce82e
青海卫视,https://live.ottiptv.cc/mcp/qinghai.m3u8?userid=7597565879&sign=c770625f5cfd223837956c5a087815f82a6399bd821aca0df8dafd69579bcb2c5a99774eda7df568bf1333f3379fb83495de87ef685b204f0ed6b174b821f4b6838e685eda2e511a8ddecfebd5a7e6&auth_token=7046e69a028696bcb73130b3245ce82e
海南卫视,https://live.ottiptv.cc/mcp/hainan.m3u8?userid=7597565879&sign=8420e61c8542f23388948d44ce0fed5489cc05f5047d11cb9616eedbadb8be2eb417eb6e59e77776b9f59c6cc1b69647f6561e6fd2412b8777bbb9d4c623a00b25c6b0adbc5852a148d6b8251af4&auth_token=7046e69a028696bcb73130b3245ce82e
宁夏卫视,https://live.ottiptv.cc/mcp/ningxia.m3u8?userid=7597565879&sign=fdb77da24315f30e5fd343db31cafbf1b9776086bbb56584b9ced6b239c798373eea6ba7e57a964a5bf93bc424c017e29a03c62ab4c05d5e0d690e2a73fc06db12e32035f36b1028dedfc2dc0a9d52&auth_token=7046e69a028696bcb73130b3245ce82e
西藏卫视,https://live.ottiptv.cc/mcp/xizang.m3u8?userid=7597565879&sign=738c7cbc2585cdceb167134b12a3968eb4cac774bcd0790935ec0a9e6eb386afd9647203dcda3a5db01706f8c9cb3af905ab1217bd926e043a5b623c2c54ffdf794b2d5b7d504e29a60a50dac870&auth_token=7046e69a028696bcb73130b3245ce82e
新疆卫视,https://live.ottiptv.cc/mcp/xinjiang.m3u8?userid=7597565879&sign=14fe61bf447e26f55a7866e4c4479d945c7b8cccd63dd5e55750c665e1399dcce67b69eda8684fe55c9dd1ffc102f1150cc15666e53660676101015d7f983d2635323b06205d2c3efbab35d734a31eb5&auth_token=7046e69a028696bcb73130b3245ce82e
甘肃卫视,https://live.ottiptv.cc/mcp/gansu.m3u8?userid=7597565879&sign=4e21d866c3b380f91c03b00fa04d00b2f28a76c18070785a28016deda9ce036c4a8b55f8e77390e56d157b5d6a243a0d46f9f9bae0f7eca7428ac4c0b1a76690ae4933fd8217b9f1f9b955f754&auth_token=7046e69a028696bcb73130b3245ce82e
云南卫视,https://live.ottiptv.cc/mcp/yunnan.m3u8?userid=7597565879&sign=7228e9afa65f4d30b3090f49d14845d799f8eb955e843fb4b94ed334e6e17ff99634bf06a399f5a230c2d33f25757d8b3ec689427be4df500000b08a23ff586a1fbbafe372719cd674094aa54192&auth_token=7046e69a028696bcb73130b3245ce82e
兵团卫视,https://live.ottiptv.cc/mcp/bintuan.m3u8?userid=7597565879&sign=2070375dbde684582e2bc152909b1aa9bcd7ccca745268892f19753d825695e03e1dbdc3dd228a55881bbc5c5a82db786bbdb20c8cf6a10df2798bbceac4afca798c748db66c7f697ef54ff7f28838&auth_token=7046e69a028696bcb73130b3245ce82e


北京卫视,http://shanxiunicom.livestr.wasu.tv/5B63686E5D575330303030303030347C3732347C317C383030307C626A777368647C687474707C74735B2F63686E5D5B74735D307C687474705B2F74735DVSDNSOOONERCOM00
东方卫视,http://shanxiunicom.livestr.wasu.tv/5B63686E5D575330303030303030347C3732357C317C383030307C6466777368647C687474707C74735B2F63686E5D5B74735D307C687474705B2F74735DVSDNSOOONERCOM00
江苏卫视,http://shanxiunicom.livestr.wasu.tv/5B63686E5D575330303030303030337C3731387C317C383030307C6A73777368647C687474707C74735B2F63686E5D5B74735D307C687474705B2F74735DVSDNSOOONERCOM00
浙江卫视,http://shanxiunicom.livestr.wasu.tv/5B63686E5D575330303030303030347C3639317C317C383030307C5A4A57534844323530307C687474707C74735B2F63686E5D5B74735D307C687474705B2F74735DVSDNSOOONERCOM00
湖南卫视,http://shanxiunicom.livestr.wasu.tv/5B63686E5D575330303030303030337C3731397C317C383030307C686E777368647C687474707C74735B2F63686E5D5B74735D307C687474705B2F74735DVSDNSOOONERCOM00
湖北卫视,http://shanxiunicom.livestr.wasu.tv/5B63686E5D575330303030303030347C3732377C317C383030307C687562777368647C687474707C74735B2F63686E5D5B74735D307C687474705B2F74735DVSDNSOOONERCOM00
安徽卫视,http://shanxiunicom.livestr.wasu.tv/5B63686E5D575330303030303030347C3732397C317C383030307C6168777368647C687474707C74735B2F63686E5D5B74735D307C687474705B2F74735DVSDNSOOONERCOM00
江西卫视,http://shanxiunicom.livestr.wasu.tv/5B63686E5D575330303030303030337C3733317C317C383030307C4A5857532D746573747C687474707C74735B2F63686E5D5B74735D307C687474705B2F74735DVSDNSOOONERCOM00
山东卫视,http://shanxiunicom.livestr.wasu.tv/5B63686E5D575330303030303030347C3732367C317C383030307C7364777368647C687474707C74735B2F63686E5D5B74735D307C687474705B2F74735DVSDNSOOONERCOM00
天津卫视,http://shanxiunicom.livestr.wasu.tv/5B63686E5D575330303030303030337C3732337C317C383030307C746A777368647C687474707C74735B2F63686E5D5B74735D307C687474705B2F74735DVSDNSOOONERCOM00
广东卫视,http://shanxiunicom.livestr.wasu.tv/5B63686E5D575330303030303030337C3732327C317C383030307C6764777368647C687474707C74735B2F63686E5D5B74735D307C687474705B2F74735DVSDNSOOONERCOM00
河南卫视,http://shanxiunicom.livestr.wasu.tv/5B63686E5D575330303030303030337C3132327C317C383030307C68656E77737C687474707C74735B2F63686E5D5B74735D307C687474705B2F74735DVSDNSOOONERCOM00
河北卫视,http://shanxiunicom.livestr.wasu.tv/5B63686E5D575330303030303030337C3131357C317C383030307C68656277737C687474707C74735B2F63686E5D5B74735D307C687474705B2F74735DVSDNSOOONERCOM00
深圳卫视,http://shanxiunicom.livestr.wasu.tv/5B63686E5D575330303030303030347C3230317C317C383030307CE6B7B1E59CB3E58DABE8A7867C687474707C74735B2F63686E5D5B74735D307C687474705B2F74735DVSDNSOOONERCOM00
东南卫视,http://shanxiunicom.livestr.wasu.tv/5B63686E5D575330303030303030337C3132337C317C383030307C646E77737C687474707C74735B2F63686E5D5B74735D307C687474705B2F74735DVSDNSOOONERCOM00
海南卫视,http://shanxiunicom.livestr.wasu.tv/5B63686E5D575330303030303030347C3230327C317C383030307CE69785E6B8B8E58DABE8A7867C687474707C74735B2F63686E5D5B74735D307C687474705B2F74735DVSDNSOOONERCOM00
广西卫视,http://shanxiunicom.livestr.wasu.tv/5B63686E5D575330303030303030337C3132307C317C383030307C677877737C687474707C74735B2F63686E5D5B74735D307C687474705B2F74735DVSDNSOOONERCOM00
山西卫视,http://shanxiunicom.livestr.wasu.tv/5B63686E5D575330303030303030337C3131337C317C383030307C73616E7877737C687474707C74735B2F63686E5D5B74735D307C687474705B2F74735DVSDNSOOONERCOM00
四川卫视,http://shanxiunicom.livestr.wasu.tv/5B63686E5D575330303030303030337C3131387C317C383030307C736377737C687474707C74735B2F63686E5D5B74735D307C687474705B2F74735DVSDNSOOONERCOM00
重庆卫视,http://shanxiunicom.livestr.wasu.tv/5B63686E5D575330303030303030337C3133347C317C383030307C637177737C687474707C74735B2F63686E5D5B74735D307C687474705B2F74735DVSDNSOOONERCOM00
云南卫视,http://shanxiunicom.livestr.wasu.tv/5B63686E5D575330303030303030337C3131397C317C383030307C796E77737C687474707C74735B2F63686E5D5B74735D307C687474705B2F74735DVSDNSOOONERCOM00
贵州卫视,http://shanxiunicom.livestr.wasu.tv/5B63686E5D575330303030303030337C3133317C317C383030307C677A77737C687474707C74735B2F63686E5D5B74735D307C687474705B2F74735DVSDNSOOONERCOM00
辽宁卫视,http://shanxiunicom.livestr.wasu.tv/5B63686E5D575330303030303030337C3132397C317C383030307C6C6E77737C687474707C74735B2F63686E5D5B74735D307C687474705B2F74735DVSDNSOOONERCOM00
吉林卫视,http://shanxiunicom.livestr.wasu.tv/5B63686E5D575330303030303030337C3133307C317C383030307C6A6C77737C687474707C74735B2F63686E5D5B74735D307C687474705B2F74735DVSDNSOOONERCOM00
黑龙江卫视,http://shanxiunicom.livestr.wasu.tv/5B63686E5D575330303030303030337C3132347C317C383030307C686C6A77737C687474707C74735B2F63686E5D5B74735D307C687474705B2F74735DVSDNSOOONERCOM00
西藏卫视,http://shanxiunicom.livestr.wasu.tv/5B63686E5D575330303030303030347C3533397C317C383030307CE8A5BFE8978FE58DABE8A7867C687474707C74735B2F63686E5D5B74735D307C687474705B2F74735DVSDNSOOONERCOM00
新疆卫视,http://shanxiunicom.livestr.wasu.tv/5B63686E5D575330303030303030347C3534307C317C383030307CE696B0E79686E58DABE8A7867C687474707C74735B2F63686E5D5B74735D307C687474705B2F74735DVSDNSOOONERCOM00
青海卫视,http://shanxiunicom.livestr.wasu.tv/5B63686E5D575330303030303030347C3533387C317C383030307CE99D92E6B5B7E58DABE8A7867C687474707C74735B2F63686E5D5B74735D307C687474705B2F74735DVSDNSOOONERCOM00
内蒙古卫视,http://shanxiunicom.livestr.wasu.tv/5B63686E5D575330303030303030337C3131327C317C383030307C6E6D6777737C687474707C74735B2F63686E5D5B74735D307C687474705B2F74735DVSDNSOOONERCOM00
陕西卫视,http://shanxiunicom.livestr.wasu.tv/5B63686E5D575330303030303030337C3532367C317C383030307CE99995E8A5BFE58DABE8A7867C687474707C74735B2F63686E5D5B74735D307C687474705B2F74735DVSDNSOOONERCOM00
甘肃卫视,http://shanxiunicom.livestr.wasu.tv/5B63686E5D575330303030303030337C3130377C317C383030307C677377737C687474707C74735B2F63686E5D5B74735D307C687474705B2F74735DVSDNSOOONERCOM00
宁夏卫视,http://shanxiunicom.livestr.wasu.tv/5B63686E5D575330303030303030337C3131317C317C383030307C6E7877737C687474707C74735B2F63686E5D5B74735D307C687474705B2F74735DVSDNSOOONERCOM00
兵团卫视,http://shanxiunicom.livestr.wasu.tv/5B63686E5D575330303030303030337C3137347C317C383030307CE585B5E59BA2E58DABE8A786207C687474707C74735B2F63686E5D5B74735D307C687474705B2F74735DVSDNSOOONERCOM00


陕西,#genre#
陕西新闻资讯,http://gxlive.snrtv.com/sx1-SD.m3u8
陕西体育休闲,http://gxlive.snrtv.com/sx7-SD.m3u8
陕西都市青春,http://gxlive.snrtv.com/sx2-SD.m3u8
陕西西部电影,http://gxlive.snrtv.com/sx8-SD.m3u8
陕西银龄,http://gxlive.snrtv.com/sx3-SD.m3u8
陕西秦腔,http://gxlive.snrtv.com/sx5-SD.m3u8
农林卫视,http://gxlive.snrtv.com/nlws-SD.m3u8


其他,#genre#
ua=bingcha/1.1 (mianfeifenxiang) 
象棋-象棋大神,https://live.ottiptv.cc/douyu/1227260#http://live.nctv.top/douyu1.php?id=1227260
象棋-陕西棋王,https://live.ottiptv.cc/douyu/2293920#http://live.nctv.top/douyu1.php?id=2293920
象棋-八卦,https://live.ottiptv.cc/douyu/851040#http://live.nctv.top/douyu1.php?id=851040
象棋-帽子哥,https://live.ottiptv.cc/douyu/4487219#http://live.nctv.top/douyu1.php?id=4487219

鳳凰中文,http://doyo.ccwu.cc/?id=zw
鳳凰資訊,http://doyo.ccwu.cc/?id=zx
鳳凰香港,http://doyo.ccwu.cc/?id=hk
香港卫视,http://webcast.hkstv.tv/livestream/mutfysrq/playlist.m3u8
极限求生,https://live.ottiptv.cc/huya/20969143
JJ斗地主,https://live.ottiptv.cc/douyu/488743#http://live.nctv.top/douyu1.php?id=488743
宇宙探索飞船,https://live.ottiptv.cc/douyu/9456028#http://live.nctv.top/douyu1.php?id=9456028
宇宙视界,https://live.ottiptv.cc/douyu/9498354#http://live.nctv.top/douyu1.php?id=9498354
李子柒,https://live.ottiptv.cc/huya/21969336
Lion解说,https://live.ottiptv.cc/douyu/122024#http://live.nctv.top/douyu1.php?id=122024
